komentar,label
Semoga indonesia bagian timur berjaya dan makmur bagi masyarakatnya. Dan menjadi contoh kemakmuran bagi seluruh dunia.amin❤,0
"Food estate ini sebenernya buat siapa ??"""""" Buat kepentingan rakyat atau buat kepentingan golongan ... Lihat ini saudara papua merasa bersedih dgn adanya food estate",0
Semoga Tuhan Yesus menolong saudaraku masyarakat Papua. Mendapat yang terbaik. Pilu merasakan Doa mereka yg merasa sangat dimarginalkan.,0
"Sangat penting untuk memastikan bahwa dalam pengembangan food estate yang mencakup sawah dan kebun tebu, penduduk setempat yang terdampak mendapatkan kompensasi yang adil. Mereka adalah bagian dari komunitas yang akan merasakan langsung dampak dari perubahan penggunaan lahan ini. Kompensasi yang layak tidak hanya berupa ganti rugi lahan, tetapi juga pelatihan, kesempatan kerja, serta dukungan untuk usaha lokal agar mereka dapat tetap berdaya dan sejahtera. Dengan begitu, pengembangan food estate dapat berjalan dengan adil dan memberikan manfaat bagi semua pihak, terutama masyarakat setempat.",0
Saya juga bingung dibawa kemana kayu kayu itu dijual? Devorestasi sudah menghilangkan jutaan meter kubik lsyu yang entah kemana rimbanya termasuk uangnya dari hasil penjualan.,0
"Saya bingung papua di bantu malah di tolak, tidak di bantu malah teriak-teriak bilang tidak di bantu hadeh...",0
"Dimana keadilan bagi seluruh rakyat Indonesia,semoga mereka yg berbuat dzalim kepada masyarakat Papua mendapatkan balasannya,amin ,ya Allah",0
Papua di bangun salah.... Gak dibangun tambah salah.... 😌,0
"Papua mau dimakmurkan tidak mau ,mau merdeka dan dijajah asing seprti timor leste ... akhirnya tetap miskin kekayaan alam habis dimakan asing Coba torang berdoa dan berpikir mana yg benar",0
Beberapa proyek food estate masa sebelumnya pun gagal. Semoga bukan program bagi2 kue untuk pengusaha sebagai balas jasa. Sedih sih melihat deforestasi besar-besaran apalagi jika suara masyarakat adat setempat tak dihiraukan. Terimakasih TEMPO untuk liputannya.,0
"Masyarakat menolak hutan mereka dirusak, pemerintah harusnya mengikuti/mendengar penolakan mereka.   Semangat berjuang bapa/mama....pertahankan tanah kalian yg Tuhan su karuniakan dgn sangat subur dan kaya 🙏",0
"Hanya bisa mendoakan semoga apa yg dibangun pemerintah di tanah Papua AMANAH dan menjadi kemakmuran khusus penduduk pulau Papua yg utama, dan jika berujung zolim pada penduduk Papua semoga laknat Tuhan disegerakan bagi mereka yg menzolimi penduduk Papua, Aamiin",0
Tuhan beserta kalian🙏,0
"Dibangun salah, ga di bangun salah. Kocak kocak",0
Serba salah dibangun salah ngga dibangun salah semuanya untuk kesejahtraan rakyat juga,0
Apapun programnya kami harapkan ada dampak postif sy yakin presiden kita pasti melakukan yg terbaik buat rakyat dan demi kemajuan bangsa  indonesia,0
Harus seimbang luas hutan sawah.sehingga air cukup.masyarakat bagi bagiin tanah dikit.,0
"Mohon pertimbangkan wahai pemerintah indo...kita boleh mengembangkan lumbung pangan besar""an tapi jangan lupa lahan hutan/ penghijauan juga di perlukan untuk menstabilkan suaka alam",0
"Pasti ada pro dan kontra....rakyat papua makin banyak,btuh pngan yg produktif ngk bisa lagi mengandalkan pertnian tardisional..",0
"Impor salah, swasembada pangan salah 😅",0
"dengarkanlah apa yg mama bilang. Sebaiknya di sesuaikan dengan lahannya, tidak babat habis. Mereka yg sudah terbiasa makan cari di hutan. Hutan tempat hewan dll, betul juga apa yg di bilang td. Ahli tanah di libatkan, kseimbangan alam perlu di perhatikan. Kasian ya Allah, smoga ketemu solusinya ..Yg terbiasa beli, ga merasakan  pentingnya hutan buat cari mkn",0
"Kalo dijamin kesejahteraan buat rakyatnys sih gk apa2,tapi kalo cuma omon2doang kan kan kasian rakyatnya.",0
"Warga Lokal Papua yang terdampak ekonominya dilibatkan didalam pekerjaan Proyek Strategis Nasional/PSN & merekapun mendapat kesempatan ikut berbagai pelatihan gratis bidang pertanian, peternakan & perikanan.",0
"Setiap program pasti ada pro dan kontra. Yg penting libatkan masyarakat dg santun,  kikis pelaku2 koruptor dlm proyek tsb, ajak masyarakat miliki saham di daerahnya tsb, jangan hanya monopoli oleh pengusaha/oligarki. Prabowo akan diuji kali ini setelah proyek di kalimantan yg trilyunan bbrp waktu yang lalu gagal. Kita lihat beberapa semester kedepan.",0
"Dibangun salah, didiamkan salah, maka pemerintah seharusnya tegas dengan program hasil rembugan nasional, yang penting program ini berpihak kepada rakyat, artinya lahan yang ada harus ada yang dimiliki rakyat serta diberi pelatihan, pengawalan dan kebutuhannya. Sudah saatnya Papua maju, Indonesia maju dan semua masyarakat sejahtera. Stop obrolan para pengamat yang menjurus kepada menghalangi program pemerintah dan sebaiknya membentuk tim evaluasi yang diajukan kepada Dewan Perwakilan Rakyat sebagai wakil rakyat, jangan langsung ke pemerintah nanti fungsi DPR tidak ada.",0
"mau dibikin makmur gk mau,giliran klaparan teriak2 dibilang keadilan tdk merata ,lucu2",0
"Sudah saatnya berubah, jangan menjadi penikmat alam tapi berubah menjadi mengolah alam agar terus berkembang dan maju, salam damai nusantara…",0
"Wajar bila ketakutan,,perlu adanya keseriusan pemerintah yg bersih",0
Mereka belum tau...kasih tau pak mereka cuma menjaga...mau membantu bukan merusak biar maju tidak kekurangan pangan....percaya mereka cuma mau membantu...percayalah kita saudara...,0
Inilah penjajah. Penjajah harus dilawan dan diusir. Tanah milik masyarakat adat. Bukan punya pemerintah .,-1
Mereka orang asli setempat dibodohi. Ayo publikasi video ini supaya saudara saudara kita yg lain membantu orang Papua,-1
"Negara/pemerintah mengambil lahan seenaknya tanpa persetujuan masyarakat adat atau rakyatnya. miris sekali, seperti dijajah negara sendiri.",-1
MEGA PROYEK ini HANCURKAN HUTAN PAPUA dan yg nikmati hasilnya adalah pusat bukan orang papua terutama orang suku mersuke kamu akan jadi penonton fan pesuru saja dan dapt tipu setiap hari. Papua merdeka maka papua akan SEJAHTERAH,-1
"Proyek Itu hanya menguntungkan oligarki, warga lokal makin terdesak & tetap miskin & jadi budak. Kalau pemerintah memang pecus,, g gitu caranya. Ternyata Jokowi ke Papua cuma mencarikan jalan bagi Gerombolannya untuk memperbudak & menjarah Papua. Jokowi akal bulus.",-1
Ketika pemerintah dikuasai oligarki 😢,-1
ini akal akalan supaya tanahnya diambil pendatang...! lawan,-1
food estate dibeberapa daerah gagal..! karena memang mau ambil kayunya dan setelah gagal akan ditanami sawit atau bangunan..! lawan...warga papua jangan diam..!,-1
Ini lah suatu fakta pemerintah  mengelola suatu perencanaan yg tidak matang  yg dirugikan kan rakyat semoga pemerintah cerdas segala sesuatu nya harus dianalisa dgn matang  apalagi yg bersangkutan  alam 🙏🙏🙏,-1
"Gila sama saja menghancurkan Papua, seharusnya Rakyat Papua semuanya Bangkit menolak jangan dibiarkan.",-1
Percuma buka lahan di merauke kalau tak dikelola seperti lahan² yang lainnya habis di babat terus dibiarkan begitu saja,-1
Ha ha Ini namanya merusak alam papua dan kearifan lokal untuk sebuah ambisi.. Dan parahnya proyek sebesar ini ditentang oleh warga dan menakut nakuti warga,-1
Ladang korupsi ramai2.....terus gmna kabar food estate Kalteng... sampai sekarang mangkrak...... DPR dan jajarannya pinter nyari pemasukan rekening,-1
sedih & miris sekali mendengar suara masyarakat papua.. rezim ini tidak punya empati terhadap rakyat kecil.. bisanya cuma merampas tanah rakyat dengan dalih proyek strategis nasional.. rezim biadab! 😝😝😝,-1
FOOD ESTATE KEDOK PENGGUNDULAN HUTAN,-1
"Ini proyek akal akalan, aslinya mereka mengincar KAYU nya saja, selesai babat hutannya, tinggal pergi dengan alasan Rugi",-1
"Alam dirusak, masyarakat digusur, dengan dalih ketahanan pangan, lha gk berkaca apa jaman pak Harto pernah melakukan dan gagal, yang mesti dipikirkan terlebih dahulu itu tranportasi dan distribusi baru bisa dibilang memudahkan kegiatan ekonomi masyarakat irian pada umumnya Saya yakin 10000% pasti gagal seperti di Kalimantan",-1
Kasihan rakyat papua jd korban keserkahan manusia yg tdk memeperhatikan rakyat nya. Food estate itu bukan untuk kesejahteraan rakyat tp untuk pengusaha. Bodoh saja kalo orng yg bilang itu untuk kesejateraan rakyat karena yg mengelola adalah pengusaha dan hasil pertanian nya di olah dan di jual oleh perusahaan apakah duit nya buat rakyat? Tentu tdk mungkin sudah pasti baut mereka yg terlibat di dalm nya. Lalu buat rakyat nya yg mana? Biasa nya sih yg di rasakan rakyat mah dampak buruk nya yaitu banjir dan tanah longsor,-1
Sedih banget hidup di tanah sendiri.. penjajah juga dari bangsa sendiri.. apa mahu jadi kedepan anak2 cucu mereka mahu tinggal di mana ???,-1
RIP untuk keadilan di tanah Merauke 😢😢 Nafsu mereka (pemerintah) demi ambisi kelompok mengatasnamakan Rakyat,-1
Awal Mula kehancuran Selatan Tanah papua😢😢😢,-1
Tolak proyek itu 👉👉👉👉,-1
"Sya juga gk setuju kalau food estate dipapua, seharusnya daerah sulawesi krnh orang sulawesi penduduknya memadai dan penduduknya kebanyakan profesi petani dan industri..jdi soal sumber daya manusia sulawesi sudah siap,kalau papua masih minim soal skill sumber daya manusia,.apa lagi kalau sudah skill dibgian industri padi dan tebu",-1
Tolak food estate,-1
Kasihan yah. Kapanlah pemilik tanah leluhur ini hidup sejahterah di tanah mrk sendiri. Miris mrk hidup masih miskin dan jauh dari kemajuan peradaban,-1
😭😭😭😭😭 sungguh kejam pemerinta,-1
ak ada puasnya rezim ini buat proyek ugal ugalan,-1
"3:50 !!!!! Saya bukan Warga Atau Putra Papua. Tapi, saya ikut Pace ini untuk Menolak! Tolak! Tolak! Tolak!",-1
Begitu kejam pemerintah sama rakyat nya sendiri,-1
Food estate hanya akal akalan untuk nebang pohon karna hasil lebih gede dari pada program food estate,-1
LAWAN,-1
Sangat sedih hutan di babat seperti tidak ada orang pemilik hak dari leluhur atas tanah itu 😢😢😢,-1
Dijajah bangsa sendiri😢,-1
Secara jangka panjang merusak pola pangan rakyat di lokasi tersebut.,-1
Food estate hanya akal akalan untuk nebang pohon karna hasil lebih gede dari pada program food estate,-1
"Sudah pembangunan nya tertinggal jauh, malah digusur pula. Sungguh luar biasa tega pemerintah zalim ini.",-1
"Harus tolak, mereka org asli Papua tidak menikmati hasil nya",-1
Pemerintah sibuk buat foot estate tapi harga berasnya di alfamart sama aja tetap mahal,-1
"Pemerintah sudah tidak ada akal ,,, yang mereka suka adalah KERUSUHAN   dengan membawa nama  AGAMA ,,,  pemerintah jangan gangu masyarakat",-1
"Kasian sih papua.tambangnya dikeruk,skrg hutannya dibabat dan luar biasa 2 jt hektar.alam pasti marah.kalo sdh rusak,rakyat papua yg menderita.😢😢😢",-1
Ada freefort aja yg udah ketahuan hasilnya rakyat Papua tetap miskin apalagi food estate yg sering gagal gak tahu rakyat Papua jadi apa ?,-1
Paling juga akhir nya jdi Kebun Sawit lagi🤣🤣🤣,-1
Politik berkedok lumbung pangan..,-1
Dijajah di negri sendiri,-1
"Proyek Food Estate pemerintah baik yg di Sumatra Utara, di Kalimantan semua gagal, sekarang Papua mau dijajah. udah cukup penjajahan freeport di papua. rakyat papua uda banyak yg di bodohi oleh penjajah asing dan penjajah dalam negeri.",-1
Proyek Ini demi Indonesia.. demi ketahanan pangan seluruh rakyat Indonesia..  jangan rasis dan anti pemerintah dong.. Mana jiwa nasionalismu.,1
Proyek ketahanan pangan harus diteruskan demi kesejahteraan masyarakat indo tetap kita dukung pemerintah 100 persen❤❤❤,1
Setuju kalau diteruskan  Nanti juga kedepannya buat  kesejahteraan  penduduk Papua juga,1
Setuju biar mandiri pangan Indonesia,1
Alhamdulillah mantap lanjutkan swasembada ketahanan  pangan RI demi rakyat Indonesia dan kesejahteraan masyarakat di sekitarnya 🇮🇩👍,1
Untuk ketahanan pangan bangsa sendiri 1000℅ setuju bangsa ini sdah baik memikirkan nasib anak cucu kita masak kita mikirin diri sendiri yg hanya sebatas saat ini tdak melihat keberlangsungan masa depan yg jauh lebih kopentitif.untuk bisa membuat semua senang itu tidak mungkin tpi mayoritas itu yg di pandang krna berfikir logis kedepan.,1
"Setuju diteruskan dengan perencanaan yang matang dan tidak memaksakan lahan hutan terjadi deforestasi, libatkan warga lokal sebanyak mungkin dalam setiap pelaksanaan dan pengembangannya, semoga lancar.",1
Masyarakat seharusnya bersukur. Nanti ke depan Papua semakin maju ke depan. Tidak tertinggal sama propinsi lain,1
Proyek yg bagus dan harus dilanjutkan demi pangan rakyat serta memanfaatkan lahan tanah yg masih kosong,1
"Setuju aja biar beras di Papua jadi murah, dan lapangan kerja buat masyarakat Papua majin banyak.",1
Saya.setuju.kr.untuk.keberlangsunggs.indonesia.ok😂❤❤❤,1
saya sangat setuju program foodestate di merauke mengingat segala bahan pokok disana harga nya selangit diharapkan dengan adanya PSN ini dapat menekan harga komoditas disana❤,1
"ini langkah awal untuk memajukan papua, bila program ini lanjut, nanti bakal ada infrastruktur pendukung dibangun, setelah program berhasil maka pasti sektor lain yg akan dibangun, misal indusrtri, pendidikan, kesehatan dll ,otomatis infrastrukture akan berkembang dan akhirnya papua ekonomi papua, kualitas warga meningkat ,baik dari segi gizi ,pendidikan, ekonomi. intinya dengan ada program ini merupakan langkah awal untuk mulai memajukan papua. berpikirlah kedepan jangan jalan ditempat dan tak mau berkembang. tentunya tak mungkin smuanya dalam serentak dibangun, harus dibangun bertahap dan dimulai fokus dari 1 atau 2 sektor dulu baru sektor sektor yg lain pada akhirnya kita semua ingin wilayah kita maju semua",1
"Harus diteruskan , edukasi warga setemat ,libatkan demi masa depan bersama jaminan hidup layak",1
"Teruslah membangun negri, Papua harus dibangun ketersediaan pangan..biar harga bahan pokok dipapua bisa sejajar dengan kontak lain di nusantara",1
Membangun untuk meningkatkan kesejahteraan dengan menjaga kelestarian satwa dan hutan lindung perlu didukung wahai saudaraku di Papua demi untuk memperbaiki nasib,1
Kita masih impor beras gula utk menghidupi 280 juta jiwa dengan pencetakan sawah 30x luas DKI dimerauke kan bagus bisa membuka lapangan kerja bahkan hasilnya bisa diekspor,1
Sangat setuju kerna tuk menunjang ekonomi rakyat di sana seperti papua sendiri,1
Lanjutkan food estate,1
Ayoo food estet harus di jalankan,1
"DEMI PROGRAM fOOD ESTET.... KETAHANANPANGAN MASYARAKAT PAPUA TERTOLONG SEMBAKO BISA MURAN HARGANYA DI PAPUA. dan sesuai amanat uud45. untuk hajat rakyat nkri."" lanjutkan""",1
"Lanjutkann ,,   semua akan lancaar  demi  kemajuan  bangsa",1
"Gak papa dijadikan food estates, dari pada impor, beras,gula,👍👍",1
Setuju...papua biar makin terbuka ...OPM jg biar makin terlihat berikut dalang2nya...,1
saya setuju proyek estet dilanjutkan,1
Setuju! Biar orang papua tdk kelaparan...,1
"Saya setuju, klo papua diperhatikan pertama oleh pemerintah. Biar tidak jawa terus terusan..",1
Tujuan pemerintah bagus  pengen mensejahterakan rakyatnya ..... Apalagi presiden pa Bowo ada program ketahanan pangan .....ya kita dukung lah....biasa lah itu oknum yg tidak kepengen indonesia maju dan sejahtera...,1
WAKTUNYA PAPUA BERCOCOK TANAM BIAR HARGA BERAS DI SANA MURAH..KETAHANAN PANGAN BARANG '' JG MURAH HARGANYA,1
Lebih banyak rakyat Merauke yang mendukung proyek tsb. Papua Selatan akan menjadi kabupaten top dunia penghasil pangan dan energi terbaik di dunia,1
Menuju Indonesia Maju Gas terus.pantat pulang sebelum panen.TNI wajib di libatkan agar tahap pekerjaan berjalan dgn aman dan lancar 🤲,1
"Lanjutkan pak Presiden PSN Food estate karena ke depan dunia butuh pangan yg sangat banyak, kalau kita tidak daulat pangan kita tidak akan bisa menjadi negara makmur.",1
"Demi kemajuan Bangsa yg lebih besar harus di teruskan, masyakat adat harus di libatkan dan mendappatkan manfaat yg besar2nya kepada mereka, berikan idukasi yg baik ke masykat adat, mereka pasti mendukung, karena adanya profokasi dari pihak lain sehingga masyakat kurang mendukung.",1
"Sangat setuju dengan proyek tersebut,,,kalau berhasil untuk menekan biaya beras yg masuk dari jawa atau Sulawesi,,,",1
"Proyek yg sangat bagus. Biar beras di Papua GK terlalu mahal,kesejahteraan rakyat Papua akan terpenuhi",1
Aku setuju food estate diteruskan Mbak e....,1
"Proyek yg sangat bagus, tetapi adat blm memahaminya dengan baik dari program tsb, lambat laun mereka akan sangat berterimakasi atas proyek tsb, 🙏🏻",1
Proyek ini untuk membantu masyarakat supaya harga beras murah.,1
"Lanjutkan Food estate utk kesejahterann Indonesia khususnya rakyat Papua. Kehadiran militer Indonesia untuk mendukung progam pertanian dan tidak untuk intimidasi, jaman sudah beda rakyat tni bersatu bangun negara.",1
Lebih banyak masyarakat merauke yang mendukung karna untuk kesejahteraan warga disana juga nantinya,1
Saya seabagi petani setuju aja,1
Dengan adanya program hilirisasi pangan di Papua semoga masyarakat Papua semakin makmur,1
Setuju dan rakyat Papua merauke juga bisa menikmati kesejahteraan yg sesuai jadi hisa berfampingan baik mambangun Indonesia,1
Lanjutkan jangan takut sama segelintir orang,1
pemerintah mau rakyat sejahtera biar tdk import lagi beras,1
